"","x"
"1193",17166.0301966923
"1194",12355.2837149412
"1195",12590.8334856299
"1196",10706.8877115551
"1197",10022.5886938487
"1198",18437.3275905677
"1199",10814.1237902906
"1200",18975.3010833756
"1201",16186.4427114438
"1202",14520.5431817725
"1203",13466.6432169169
"1204",11787.3038500829
"1205",24377.5641670037
"1206",11881.4395512183
"1207",11219.6284958175
"1208",14048.2482503639
"1209",11482.5398922717
"1210",8808.03297528474
"1211",11980.1537922663
"1212",13639.3826682541
"1213",11066.5428850593
"1214",13604.9023998808
"1215",11774.2742317703
"1216",12211.370789128
"1217",11340.7246211434
"1218",10749.4518512907
"1219",9776.15798672436
"1220",11465.8629422601
"1221",14028.3380895074
"1222",35083.9660638612
"1223",16701.1889533491
"1224",13631.3627471664
"1225",10970.3198128911
"1226",13059.2270675445
"1227",11076.3045549862
"1228",17074.8416257885
"1229",11661.5890324603
"1230",9884.13349912769
"1231",11360.4752480218
"1232",18232.9961652157
"1233",13873.9400877191
"1234",13352.6613506764
"1235",11529.4246728644
"1236",12860.2810616469
"1237",9465.99815191281
"1238",14310.7758714881
"1239",11285.7077296926
"1240",15309.2117451668
"1241",10015.7662621737
"1242",16734.6967399955
"1243",16906.9213223016
"1244",10960.2036806089
"1245",20972.6390084816
"1246",12071.1418404589
"1247",14108.3873017678
"1248",10905.2591966594
"1249",10056.2537390522
"1250",12873.9970053786
"1251",12016.6068422854
"1252",11030.0734123572
"1253",10466.2327017888
"1254",14674.1406816981
"1255",10761.5597222801
"1256",23611.3649187832
"1257",12988.2327376578
"1258",10765.7333952851
